CET;Max TemperatureC;Mean TemperatureC;Min TemperatureC;Max Humidity; Mean Humidity; Min Humidity; Max Sea Level PressurehPa; Mean Sea Level PressurehPa; Min Sea Level PressurehPa; Max Wind SpeedKm/h; Mean Wind SpeedKm/h;Precipitationmm; Events;WindDirDegrees
09/09/1999;31;23;16;72;43;19;1024;1022;1020;13;5;0;;32
10/09/1999;30;23;17;63;38;19;1025;1023;1020;14;5;0;;104
11/09/1999;31;23;15;67;39;18;1023;1021;1018;10;5;0;;26
12/09/1999;31;23;15;59;42;23;1020;1017;1012;13;5;0;;299
13/09/1999;27;22;18;83;49;30;1012;1010;1008;29;13;0;;188
14/09/1999;25;20;16;68;48;24;1013;1010;1009;24;8;0;;3
15/09/1999;27;19;12;88;50;19;1017;1015;1013;14;8;0;;332
16/09/1999;28;19;11;62;36;16;1019;1016;1014;24;8;0;;266
17/09/1999;23;20;17;72;46;29;1015;1014;1013;24;16;0;;262
18/09/1999;19;14;9;71;51;42;1015;1012;1006;27;8;0;;188
19/09/1999;18;16;14;94;74;42;1005;999;995;37;19;0;Rain;221
20/09/1999;19;14;11;88;62;43;1012;1008;1003;35;19;0;;240
21/09/1999;21;17;14;94;74;59;1015;1013;1012;35;21;0;;220
22/09/1999;23;18;14;94;77;53;1015;1013;1012;24;6;0;Rain;208
23/09/1999;23;19;16;94;76;53;1020;1017;1015;14;8;0;Rain;207
24/09/1999;24;19;15;94;70;47;1023;1021;1018;23;8;0;Rain;204
25/09/1999;22;18;15;94;79;40;1020;1018;1015;24;10;0;Rain;219
26/09/1999;21;16;10;94;70;37;1018;1017;1015;19;6;0;Fog;199
27/09/1999;23;17;11;94;67;38;1017;1016;1014;16;5;0;;245
28/09/1999;25;18;11;94;64;34;1020;1018;1017;21;5;0;;213
29/09/1999;26;18;10;94;61;17;1021;1019;1016;26;8;0;;272
30/09/1999;23;19;15;77;51;29;1020;1016;1013;37;16;0;;272
01/10/1999;24;16;8;93;51;24;1021;1019;1016;13;5;0;;266
02/10/1999;24;17;9;93;52;15;1017;1015;1012;23;6;0;;264
03/10/1999;23;17;11;76;49;34;1020;1015;1012;26;10;0;;69
04/10/1999;21;14;9;66;42;17;1023;1021;1019;26;16;0;;34
05/10/1999;20;16;11;94;56;45;1021;1020;1018;23;13;0;;22
06/10/1999;21;17;13;72;58;40;1021;1019;1018;19;5;0;;24
07/10/1999;22;18;14;88;74;50;1027;1023;1021;16;5;0;;26
08/10/1999;22;18;14;88;62;31;1028;1026;1015;16;5;0;;55
09/10/1999;22;16;10;88;53;27;1028;1027;1025;13;5;0;;81
10/10/1999;24;16;8;93;58;19;1028;1026;1024;10;5;0;;4
11/10/1999;23;17;11;67;49;31;1026;1025;1023;11;5;0;;11
12/10/1999;18;16;14;94;80;56;1029;1022;1020;11;3;0;Rain;8
13/10/1999;20;17;14;88;72;49;1024;1023;1022;16;8;0;;225
14/10/1999;20;16;11;94;82;60;1025;1024;1023;14;3;0;Fog;144
15/10/1999;21;14;9;94;72;43;1023;1022;1019;14;5;0;;218
16/10/1999;21;14;9;94;74;46;1020;1017;1014;13;5;0;;222
17/10/1999;17;14;12;94;71;42;1014;1013;1010;26;11;0;Rain;204
18/10/1999;16;13;10;94;73;52;1016;1012;1008;29;11;0;Rain;255
19/10/1999;15;13;11;94;76;55;1016;1012;1009;32;14;0;Rain;216
20/10/1999;15;13;11;88;83;72;1009;999;995;48;21;0;Rain-Thunderstorm;201
21/10/1999;16;13;11;94;84;72;1010;1008;1001;29;19;0;Rain;216
22/10/1999;17;14;13;100;86;72;1009;1007;1004;40;19;0;Rain;208
23/10/1999;17;14;12;94;84;68;1013;1010;1005;29;21;0;Rain;213
24/10/1999;15;13;11;94;82;59;1005;1002;999;35;23;0;Rain;217
25/10/1999;15;11;8;94;84;63;1011;1006;1003;23;8;0;Rain;183
26/10/1999;17;13;10;94;85;68;1020;1014;1011;16;5;0;Rain;28
27/10/1999;21;16;11;100;86;68;1026;1023;1020;16;6;0;Rain;18
28/10/1999;24;18;13;94;76;44;1027;1025;1023;19;6;0;;12
29/10/1999;21;17;14;94;82;60;1024;1022;1020;11;5;0;Rain-Thunderstorm;348
30/10/1999;17;14;13;94;75;55;1025;1023;1021;35;14;0;;222
31/10/1999;19;14;9;100;86;64;1028;1026;1025;8;3;0;;22
01/11/1999;20;14;8;94;79;56;1027;1025;1024;10;3;0;;325
02/11/1999;17;13;10;94;73;45;1029;1025;1023;34;10;0;;304
03/11/1999;16;10;5;87;66;36;1030;1028;1024;21;10;0;;24
04/11/1999;16;9;2;93;73;39;1025;1022;1020;8;3;0;;359
05/11/1999;17;;2;93;75;48;1021;1020;1019;13;5;0;;342
06/11/1999;19;12;5;93;74;45;1024;1023;1021;23;6;0;;332
07/11/1999;18;13;8;88;61;37;1027;1025;1023;27;6;0;;23
08/11/1999;21;12;3;93;66;30;1027;1026;1024;11;2;0;;17
09/11/1999;17;10;4;87;59;34;1026;1025;1023;32;10;0;;36
10/11/1999;16;10;5;93;57;34;1025;1023;1020;21;11;0;;35
11/11/1999;8;6;3;93;73;57;1021;1018;1016;24;13;0;Rain;41
12/11/1999;7;6;5;93;89;81;1016;1012;1010;21;13;0;Rain;35
13/11/1999;8;6;4;93;87;81;1013;1012;1010;14;5;0;Rain;164
14/11/1999;8;6;3;93;86;71;1012;1011;1009;19;6;0;Rain;186
15/11/1999;11;8;5;93;72;58;1015;1011;1009;26;11;0;Rain;12
16/11/1999;12;7;3;87;66;44;1022;1018;1015;26;10;0;;34
17/11/1999;12;6;0;100;73;47;1027;1025;1022;24;5;0;;30
18/11/1999;15;8;1;93;72;44;1027;1024;1019;21;5;0;;214
19/11/1999;13;7;2;93;71;46;1018;1015;1013;34;6;0;;37
20/11/1999;8;4;1;81;61;39;1014;1011;1010;29;11;0;;11
21/11/1999;7;3;0;87;65;39;1015;1011;1008;32;10;0;;4
22/11/1999;10;5;0;75;60;40;1026;1020;1016;23;8;0;;5
23/11/1999;12;6;-1;93;73;51;1028;1026;1025;14;6;0;;4
24/11/1999;12;6;-1;93;77;51;1028;1027;1026;8;3;0;;336
25/11/1999;12;6;-1;93;81;54;1030;1028;1010;8;5;0;;350
26/11/1999;12;4;-2;93;79;54;1031;1030;1028;8;5;0;;348
27/11/1999;11;4;-2;93;80;54;1031;1030;1028;8;3;0;;349
28/11/1999;12;4;-2;93;80;58;1031;1028;1025;11;5;0;;350
29/11/1999;11;6;0;93;84;66;1025;1024;1022;13;6;0;Rain;351
30/11/1999;14;9;4;93;78;54;1030;1028;1026;13;6;0;;5
01/12/1999;16;8;1;93;78;48;1031;1029;1028;11;3;0;;349
02/12/1999;15;8;1;93;82;59;1030;1029;1027;10;3;0;;349
03/12/1999;12;7;2;93;89;72;1030;1028;1026;11;3;0;Fog;344
04/12/1999;7;6;5;93;93;81;1027;1025;1023;10;2;0;Fog;120
05/12/1999;10;7;4;93;88;76;1029;1027;1026;10;3;0;;29
06/12/1999;11;4;-1;93;81;47;1030;1029;1028;11;3;0;;347
07/12/1999;11;4;-2;93;83;58;1030;1027;1025;8;5;0;Fog;5
08/12/1999;6;2;-2;93;92;81;1026;1022;1019;14;3;0;Fog;173
09/12/1999;7;4;2;100;91;71;1020;1017;1014;26;5;0;Fog-Rain;356
10/12/1999;11;6;2;81;65;50;1024;1021;1016;34;14;0;;263
11/12/1999;9;7;4;93;84;71;1025;1024;1024;29;14;0;;225
12/12/1999;12;10;9;94;84;58;1024;1021;1020;34;23;0;;240
13/12/1999;11;6;0;93;78;62;1025;1023;1020;19;8;0;Rain;245
14/12/1999;13;10;8;94;88;82;1020;1014;1007;39;23;0;Rain;231
15/12/1999;11;7;3;94;71;46;1016;1009;1004;182;29;0;;336
16/12/1999;6;3;0;75;60;49;1026;1023;1017;39;24;0;;358
17/12/1999;7;3;-1;93;69;46;1030;1029;1026;19;8;0;;58
18/12/1999;9;6;3;93;77;61;1031;1029;1027;14;6;0;;103
19/12/1999;9;6;2;93;85;62;1027;1022;1018;11;3;0;;352
20/12/1999;13;7;1;93;77;38;1023;1020;1012;11;3;0;;349
21/12/1999;5;1;-3;93;88;75;1028;1026;1023;8;3;0;Fog;185
22/12/1999;9;4;-1;100;86;62;1030;1028;1027;8;3;0;Fog;74
23/12/1999;7;2;-2;100;90;71;1030;1028;1027;13;5;0;Fog;146
24/12/1999;8;4;2;93;93;87;1029;1028;1025;11;3;0;Fog;81
25/12/1999;12;8;5;93;87;76;1027;1026;1024;42;16;0;;240
26/12/1999;13;11;10;94;87;82;1025;1023;1022;37;31;0;;234
27/12/1999;14;12;11;94;82;72;1022;1016;1010;48;29;0;Rain;234
28/12/1999;11;8;5;76;57;40;1018;1016;1012;52;27;0;Rain;288
29/12/1999;8;6;3;93;83;52;1022;1016;1014;27;10;0;Rain;50
30/12/1999;7;3;-1;93;66;53;1030;1027;1023;11;6;0;;43
31/12/1999;9;3;-3;93;80;50;1028;1027;1026;10;5;0;;354
01/01/2000;11;4;-1;100;81;47;1029;1027;1017;10;3;0;;6
02/01/2000;10;3;-3;93;84;50;1029;1027;1026;8;3;0;;352
03/01/2000;8;2;-3;93;85;66;1030;1029;1028;10;5;0;;354
04/01/2000;8;3;-1;100;87;66;1031;1029;1028;6;3;0;Fog;12
05/01/2000;2;0;-1;93;93;87;1029;1026;1024;8;2;0;Fog;38
06/01/2000;10;4;-1;93;85;54;1027;1025;1023;13;3;0;Fog;12
07/01/2000;12;4;-2;93;80;41;1028;1027;1025;8;3;0;;357
08/01/2000;11;4;-2;93;82;50;1027;1025;1024;6;3;0;;343
09/01/2000;7;3;0;100;89;75;1027;1025;1024;19;5;0;Rain;19
10/01/2000;8;4;0;93;70;39;1030;1028;1026;27;11;0;;32
11/01/2000;10;6;1;87;65;47;1033;1031;1030;13;8;0;Snow;10
12/01/2000;9;3;-3;93;80;57;1032;1029;1013;11;5;0;;336
13/01/2000;7;1;-4;93;86;66;1026;1021;1014;11;5;0;Rain;354
14/01/2000;5;3;1;93;93;87;1013;1009;1007;23;8;0;Rain-Snow;140
15/01/2000;9;4;1;93;80;58;1022;1016;1011;16;6;0;;34
16/01/2000;10;5;0;100;78;50;1027;1024;1022;16;8;0;;10
17/01/2000;10;4;-2;100;80;50;1030;1028;1027;10;5;0;;352
18/01/2000;10;3;-3;93;82;54;1028;1024;1021;6;3;0;;350
19/01/2000;14;6;-3;93;62;31;1027;1021;1019;26;8;0;;24
20/01/2000;10;4;-1;93;64;50;1029;1027;1024;10;3;0;;2
21/01/2000;10;3;-4;93;81;50;1029;1027;1024;8;5;0;;355
22/01/2000;8;2;-3;93;82;53;1024;1021;1019;8;3;0;;341
23/01/2000;10;3;-3;93;67;37;1021;1020;1018;23;6;0;;20
24/01/2000;7;1;-4;93;70;43;1020;1018;1016;8;3;0;;137
25/01/2000;7;1;-4;93;70;39;1018;1017;1015;10;3;0;;347
26/01/2000;6;2;-2;93;82;70;1026;1022;1018;11;8;0;Rain;355
27/01/2000;10;6;2;93;85;66;1029;1027;1026;13;6;0;;359
28/01/2000;11;6;2;93;83;54;1028;1027;1025;10;5;0;;350
29/01/2000;12;6;-1;93;78;47;1033;1029;1027;10;3;0;;328
30/01/2000;15;7;-1;93;75;39;1036;1033;1032;6;3;0;;2
31/01/2000;15;8;0;93;76;44;1033;1031;1029;8;3;0;;336
01/02/2000;11;6;2;94;89;66;1031;1030;1028;11;5;0;;347
02/02/2000;16;11;6;100;78;48;1032;1030;1029;27;8;0;;262
03/02/2000;18;9;1;93;66;30;1035;1033;1032;14;5;0;;346
04/02/2000;17;7;-2;93;56;26;1036;1034;1033;8;5;0;;351
05/02/2000;15;8;0;93;63;25;1036;1034;1032;10;5;0;;351
06/02/2000;14;7;-1;93;67;38;1032;1031;1029;14;5;0;;307
07/02/2000;14;7;-1;93;78;59;1035;1032;1024;16;5;0;;173
08/02/2000;16;10;4;87;78;55;1033;1032;1029;13;3;0;;260
09/02/2000;15;8;2;93;77;48;1034;1032;1031;11;3;0;;348
10/02/2000;16;8;0;87;71;45;1032;1030;1028;11;5;0;;244
11/02/2000;15;8;2;93;76;48;1028;1027;1024;11;3;0;;121
12/02/2000;16;9;3;87;62;25;1031;1028;1025;23;5;0;;15
13/02/2000;15;7;-2;86;62;36;1032;1031;1029;10;3;0;;357
14/02/2000;19;11;3;87;67;37;1030;1029;1027;10;3;0;;286
15/02/2000;18;10;3;87;67;42;1030;1028;1025;21;6;0;;303
16/02/2000;14;7;1;93;64;44;1026;1024;1023;32;11;0;;307
17/02/2000;16;9;2;87;61;45;1027;1026;1024;34;11;0;;303
18/02/2000;18;10;2;87;71;42;1028;1026;1024;10;3;0;;18
19/02/2000;20;10;1;87;66;32;1025;1024;1021;19;3;0;;33
20/02/2000;18;9;1;87;65;32;1025;1023;1021;8;3;0;;328
21/02/2000;17;8;0;93;66;36;1026;1024;1023;11;5;0;;334
22/02/2000;16;8;1;87;69;36;1024;1023;1022;6;3;0;;359
04/05/2000;17;13;10;100;78;59;1015;1013;1011;26;10;0;Rain-Thunderstorm;181
05/05/2000;16;11;7;100;86;59;1013;1012;1010;19;5;0;Fog-Rain;231
06/05/2000;19;13;8;100;80;49;1013;1011;1009;16;3;0;Fog-Rain;182
07/05/2000;18;13;9;100;84;52;1015;1013;1012;16;5;0;Rain-Thunderstorm;134
08/05/2000;16;11;7;100;88;68;1017;1015;1014;13;5;0;Rain-Thunderstorm;68
09/05/2000;18;13;8;100;81;52;1016;1014;1012;16;3;0;;174
10/05/2000;18;13;8;100;77;49;1015;1013;1012;29;5;0;;205
11/05/2000;18;13;9;94;79;55;1018;1016;1015;16;6;0;Rain-Thunderstorm;192
12/05/2000;21;13;7;100;74;43;1019;1018;1017;11;2;0;;225
13/05/2000;24;17;9;100;72;36;1022;1020;1019;8;0;0;;328
14/05/2000;27;18;10;94;63;34;1022;1020;1018;8;0;0;;357
15/05/2000;28;19;11;94;59;30;1021;1019;1017;13;2;0;;160
16/05/2000;27;19;11;94;52;30;1020;1018;1015;19;3;0;Rain-Thunderstorm;172
17/05/2000;25;19;13;94;74;47;1019;1017;1015;19;5;0;Rain-Thunderstorm;245
18/05/2000;27;20;13;100;73;32;1017;1016;1013;13;3;0;Rain;278
19/05/2000;27;19;12;94;51;20;1016;1014;1012;14;2;0;;233
20/05/2000;27;19;12;94;60;30;1013;1011;1008;14;3;0;;230
21/05/2000;18;14;12;94;85;72;1016;1013;1011;16;2;0;Rain;203
22/05/2000;23;17;11;100;73;38;1020;1018;1017;16;2;0;Fog;198
23/05/2000;25;17;9;100;70;36;1022;1020;1018;26;3;0;;346
24/05/2000;24;17;11;94;64;41;1021;1020;1018;14;2;0;;284
25/05/2000;26;20;14;94;61;32;1021;1019;1018;16;2;0;;278
26/05/2000;25;18;12;94;71;44;1020;1018;1016;24;6;0;Rain;234
27/05/2000;23;17;10;100;68;29;1021;1019;1017;21;3;0;;244
28/05/2000;25;19;13;60;48;33;1022;1020;1018;24;14;0;;255
29/05/2000;29;21;14;82;57;35;1023;1022;1021;23;10;0;;291
30/05/2000;31;21;12;100;57;22;1024;1022;1019;16;3;0;;263
31/05/2000;33;23;14;82;47;23;1022;1021;1019;10;3;0;;359
01/06/2000;20;20;19;68;64;60;1021;1021;1021;6;3;0;;335
10/06/2000;19;14;10;58;39;26;1022;1021;1019;21;13;0;;340
11/06/2000;24;17;10;62;43;27;1026;1024;1022;26;5;0;;7
12/06/2000;29;18;8;87;41;12;1027;1025;1023;21;6;0;;48
13/06/2000;29;20;11;62;34;20;1026;1024;1022;10;2;0;;65
14/06/2000;31;22;14;77;45;22;1027;1025;1023;14;5;0;;62
15/06/2000;33;24;15;77;41;20;1026;1024;1021;14;6;0;;29
16/06/2000;33;24;15;59;33;15;1026;1023;1020;14;8;0;;77
17/06/2000;35;25;15;59;30;9;1023;1021;1017;23;6;0;;109
18/06/2000;34;26;17;45;26;12;1022;1020;1018;29;11;0;;154
19/06/2000;32;24;17;56;36;22;1023;1020;1017;27;13;0;;148
20/06/2000;28;22;16;63;40;28;1020;1019;1017;29;18;0;;204
21/06/2000;29;20;11;82;43;22;1029;1020;1018;16;6;0;;238
22/06/2000;32;23;15;72;42;15;1022;1021;1019;21;8;0;;225
23/06/2000;34;24;15;67;35;12;1022;1020;1018;19;6;0;;274
24/06/2000;27;21;16;68;53;21;1022;1021;1018;14;8;0;;17
25/06/2000;35;26;16;55;38;24;1019;1017;1015;19;8;0;;39
26/06/2000;37;28;19;68;40;18;1019;1017;1014;29;6;0;;181
27/06/2000;31;26;22;53;34;17;1021;1019;1017;27;18;0;;240
28/06/2000;33;24;15;59;36;17;1021;1020;1018;23;8;0;;237
29/06/2000;34;26;17;59;34;13;1020;1018;1016;26;6;0;;259
30/06/2000;34;24;15;59;28;9;1018;1016;1013;37;10;0;;255
01/07/2000;32;24;17;56;31;18;1015;1013;1012;27;13;0;;219
02/07/2000;30;23;17;64;37;19;1014;1013;1012;29;10;0;;218
03/07/2000;27;22;18;100;42;26;1023;1014;1011;35;16;0;;244
04/07/2000;28;20;12;77;38;15;1017;1016;1015;34;13;0;;247
05/07/2000;32;22;12;62;33;15;1018;1016;1014;14;6;0;;279
06/07/2000;35;26;16;64;37;15;1017;1016;1014;34;11;0;;247
07/07/2000;31;23;16;55;28;14;1018;1017;1016;19;11;0;;254
08/07/2000;30;23;16;63;39;22;1021;1019;1018;27;16;0;;50
09/07/2000;32;23;14;63;35;16;1021;1018;1012;29;14;0;;344
10/07/2000;25;20;16;94;46;27;1013;1010;1009;26;8;0;Rain;334
11/07/2000;25;18;12;67;41;22;1017;1014;1011;21;11;0;;11
12/07/2000;28;19;10;71;35;16;1022;1020;1017;14;8;0;;45
13/07/2000;32;22;13;51;32;15;1023;1022;1019;23;8;0;;3
14/07/2000;33;24;17;59;35;20;1024;1021;1018;24;11;0;;29
15/07/2000;32;24;18;59;38;24;1020;1018;1014;29;16;0;;35
16/07/2000;32;24;17;68;40;18;1016;1014;1010;16;10;0;;53
17/07/2000;32;24;18;94;60;31;1016;1014;1011;21;11;0;Rain-Thunderstorm;88
18/07/2000;32;24;17;88;50;24;1018;1017;1016;23;8;0;;270
19/07/2000;33;24;17;77;41;12;1018;1017;1015;16;6;0;;221
20/07/2000;35;25;15;67;29;11;1017;1016;1014;19;5;0;;279
21/07/2000;37;27;17;48;29;16;1017;1015;1012;23;8;0;;206
22/07/2000;32;26;21;46;28;15;1016;1014;1012;26;13;0;;217
23/07/2000;27;22;18;49;35;20;1014;1012;1011;39;11;0;;219
24/07/2000;27;21;16;68;49;34;1015;1014;1012;35;14;0;;247
25/07/2000;27;23;19;83;56;34;1014;1012;1010;39;23;0;;235
26/07/2000;29;20;12;82;41;16;1017;1015;1013;16;8;0;;236
27/07/2000;33;23;13;63;31;13;1019;1017;1016;27;8;0;;249
28/07/2000;33;24;16;55;33;14;1021;1019;1018;16;5;0;;311
29/07/2000;34;26;17;59;36;17;1023;1021;1018;19;10;0;;40
30/07/2000;36;28;20;52;35;17;1022;1021;1019;14;8;0;;358
31/07/2000;38;28;19;60;33;10;1023;1021;1019;16;6;0;;187
01/08/2000;36;28;20;40;27;13;1022;1020;1018;39;10;0;;258
02/08/2000;37;28;20;49;28;10;1021;1020;1017;29;10;0;;219
03/08/2000;30;22;15;63;40;23;1022;1019;1019;34;8;0;;23
04/08/2000;27;19;12;67;41;20;1026;1024;1021;26;16;0;;35
05/08/2000;27;19;12;67;42;24;1026;1024;1021;26;16;0;;51
06/08/2000;29;21;14;63;37;15;1025;1023;1021;26;16;0;;45
07/08/2000;30;22;15;59;36;18;1024;1022;1019;21;10;0;;39
08/08/2000;33;23;14;55;32;15;1023;1021;1019;14;6;0;;3
09/08/2000;35;25;15;51;27;11;1022;1020;1018;11;5;0;;22
10/08/2000;37;26;16;42;25;12;1021;1019;1016;23;8;0;;284
11/08/2000;31;23;17;45;32;20;1017;1015;1012;47;10;0;;279
22/08/2000;27;;27;16;16;16;1015;1015;1015;19;19;0;;260
27/08/2000;28;24;20;49;34;23;1022;1022;1021;14;11;0;;40
01/09/2000;32;22;12;58;34;15;1015;1014;1012;19;6;0;;310
02/09/2000;33;22;12;54;29;9;1017;1016;1014;27;5;0;;336
03/09/2000;31;23;15;72;41;12;1019;1017;1015;26;10;0;;353
04/09/2000;29;22;16;63;39;20;1022;1019;1017;24;16;0;;55
05/09/2000;28;20;13;63;39;17;1024;1023;1021;19;10;0;;9
06/09/2000;31;21;11;50;30;15;1023;1021;1019;11;6;0;;270
07/09/2000;34;23;13;44;28;14;1020;1019;1016;16;5;0;;334
08/09/2000;33;24;15;63;36;20;1019;1018;1017;23;8;0;;111
09/09/2000;33;26;18;83;51;26;1023;1021;1019;21;11;0;;163
10/09/2000;33;24;17;64;41;26;1023;1020;1017;19;6;0;;185
11/09/2000;32;24;17;68;41;22;1018;1016;1014;34;6;0;;12
12/09/2000;31;22;14;67;40;15;1018;1016;1014;14;6;0;;299
13/09/2000;32;23;14;55;33;16;1018;1016;1015;26;8;0;;270
14/09/2000;32;22;13;51;31;13;1019;1018;1017;21;6;0;;325
15/09/2000;32;22;13;44;28;14;1020;1018;1017;24;6;0;;301
16/09/2000;30;20;11;54;34;18;1020;1017;1015;21;8;0;;280
17/09/2000;27;19;11;62;43;28;1016;1014;1011;19;10;0;;259
18/09/2000;27;19;12;82;52;28;1013;1011;1007;24;8;0;;268
19/09/2000;23;18;13;94;59;35;1007;1006;1004;34;21;0;Rain;239
20/09/2000;19;14;9;87;53;32;1019;1013;1006;29;18;0;Rain;296
21/09/2000;22;13;5;93;55;23;1023;1021;1020;8;3;0;;339
22/09/2000;27;16;6;87;50;18;1023;1021;1018;10;5;0;;349
23/09/2000;28;18;9;71;42;20;1020;1018;1015;13;6;0;;340
24/09/2000;26;18;11;71;47;32;1020;1019;1017;21;5;0;;298
25/09/2000;29;20;11;82;52;27;1023;1021;1020;10;5;0;;337
26/09/2000;24;19;15;94;70;47;1024;1022;1020;19;8;0;Rain-Thunderstorm;11
27/09/2000;26;19;12;100;64;29;1023;1021;1018;14;5;0;;243
28/09/2000;21;16;12;88;67;37;1018;1014;1010;26;8;0;Rain;213
29/09/2000;19;14;11;94;74;34;1010;1008;1007;23;11;0;;246
30/09/2000;20;13;6;93;61;30;1014;1012;1010;26;8;0;;308
01/10/2000;19;13;8;82;57;35;1017;1015;1013;26;10;0;;297
02/10/2000;24;19;15;72;47;24;1024;1021;1017;21;11;0;;274
03/10/2000;27;16;5;76;39;12;1025;1022;1019;10;3;0;;245
04/10/2000;27;17;7;58;32;13;1022;1020;1017;11;5;0;;313
05/10/2000;26;17;9;62;39;18;1021;1019;1018;26;5;0;;25
06/10/2000;24;17;11;72;46;17;1024;1023;1021;24;18;0;;43
07/10/2000;24;14;5;70;36;14;1025;1024;1022;21;10;0;;16
08/10/2000;25;15;5;65;36;17;1024;1023;1020;13;6;0;;326
09/10/2000;25;16;6;61;36;17;1021;1017;1013;26;6;0;;291
10/10/2000;20;18;16;63;45;30;1013;1011;1010;37;24;0;;289
11/10/2000;18;16;13;94;76;48;1010;1003;1000;45;21;0;Rain;238
12/10/2000;14;11;9;94;67;38;1008;1003;1000;27;16;0;Rain;275
13/10/2000;16;10;4;93;67;36;1017;1013;1008;26;6;0;;10
14/10/2000;17;12;8;71;55;34;1018;1016;1015;19;10;0;;346
15/10/2000;17;9;2;93;67;34;1015;1013;1011;10;3;0;Rain;74
16/10/2000;19;14;10;88;54;34;1024;1017;1012;29;11;0;;308
17/10/2000;19;12;5;87;56;30;1029;1027;1025;8;3;0;;312
18/10/2000;22;13;4;93;55;27;1029;1027;1025;14;5;0;;295
19/10/2000;23;16;9;76;49;29;1025;1023;1020;14;5;0;;224
20/10/2000;16;12;9;94;76;55;1019;1016;1013;19;5;0;Rain;359
21/10/2000;17;13;11;100;90;68;1020;1015;1013;29;10;0;Rain;118
22/10/2000;21;16;11;100;81;49;1024;1022;1020;21;10;0;Rain;18
23/10/2000;22;16;11;94;72;43;1023;1021;1019;26;8;0;;18
24/10/2000;22;18;13;88;71;43;1022;1020;1019;29;16;0;;34
25/10/2000;21;14;9;100;74;43;1022;1020;1018;11;6;0;;327
26/10/2000;21;16;11;88;71;43;1023;1021;1020;11;3;0;;174
27/10/2000;22;14;7;100;75;43;1026;1024;1023;10;5;0;;269
28/10/2000;22;13;6;100;73;40;1024;1023;1020;27;6;0;;297
29/10/2000;19;14;9;100;76;52;1024;1022;1021;19;5;0;;169
30/10/2000;16;10;4;100;74;39;1021;1017;1010;34;10;0;Fog-Rain;248
31/10/2000;14;10;6;93;67;38;1019;1014;1009;29;14;0;;256
01/11/2000;15;8;0;100;68;39;1019;1017;1016;23;6;0;;237
02/11/2000;13;11;9;100;89;67;1016;1011;1008;23;16;0;Rain;202
03/11/2000;12;10;8;87;59;35;1018;1012;1008;32;16;0;;281
04/11/2000;12;6;1;100;67;44;1022;1020;1019;19;10;0;;209
05/11/2000;14;10;7;100;95;76;1021;1015;1005;37;11;0;Rain;192
06/11/2000;15;11;8;94;65;41;1006;1003;999;47;29;0;Rain;260
07/11/2000;10;8;5;87;58;32;1010;1008;1006;34;18;0;;259
08/11/2000;10;7;4;87;67;53;1014;1010;1008;23;13;0;;241
09/11/2000;11;6;1;100;75;44;1021;1017;1014;16;10;0;;185
10/11/2000;13;6;-1;100;72;38;1024;1022;1021;11;5;0;;357
11/11/2000;12;7;3;93;77;62;1024;1023;1021;13;5;0;;356
12/11/2000;16;12;8;93;81;59;1021;1015;1009;24;6;0;;216
13/11/2000;13;10;8;100;78;47;1009;1008;1006;23;13;0;Rain;236
14/11/2000;10;5;0;100;83;62;1014;1011;1009;14;5;0;;290
15/11/2000;13;7;1;100;73;41;1019;1016;1014;16;5;0;;16
16/11/2000;10;4;-2;100;78;50;1019;1018;1017;16;5;0;;245
17/11/2000;12;7;2;100;70;38;1025;1021;1018;34;8;0;;360
18/11/2000;12;6;-1;100;72;41;1025;1022;1020;14;3;0;;180
19/11/2000;14;7;-1;100;78;51;1020;1017;1014;21;5;0;;218
20/11/2000;12;10;8;93;69;47;1015;1012;1011;32;16;0;;268
21/11/2000;12;8;4;100;76;62;1018;1016;1015;26;18;0;Fog;224
22/11/2000;12;10;9;100;92;82;1018;1014;1011;23;13;0;Rain;187
23/11/2000;13;10;8;100;71;41;1017;1011;1006;45;23;0;Rain;265
24/11/2000;7;3;1;100;87;61;1021;1018;1016;14;6;0;Rain;183
25/11/2000;14;9;5;100;96;82;1020;1019;1017;24;6;0;Fog;263
26/11/2000;17;14;12;100;83;63;1024;1021;1010;32;19;0;;227
27/11/2000;16;12;7;100;79;63;1026;1024;1022;29;19;0;;241
28/11/2000;19;11;4;100;84;49;1025;1020;1014;11;5;0;;12
29/11/2000;14;11;8;94;82;58;1019;1015;1012;27;13;0;Rain;221
30/11/2000;11;7;4;100;92;82;1021;1019;1018;14;5;0;Fog-Rain;170
01/12/2000;12;10;8;100;94;87;1019;1017;1015;13;6;0;Fog-Rain;146
02/12/2000;12;10;8;100;77;47;1024;1020;1016;24;11;0;Fog-Rain;250
03/12/2000;8;4;1;100;94;87;1027;1025;1024;11;5;0;Fog;112
04/12/2000;12;9;6;100;89;71;1024;1022;1021;11;3;0;;359
05/12/2000;9;7;4;100;92;76;1021;1018;1016;10;3;0;Rain;357
06/12/2000;11;9;7;100;96;93;1017;1015;1011;24;6;0;Rain;160
07/12/2000;16;13;10;94;79;52;1015;1006;1003;61;19;0;Rain;187
08/12/2000;11;8;6;100;86;71;1019;1015;1010;21;13;0;Rain;196
09/12/2000;10;7;4;100;83;62;1027;1023;1019;24;13;0;;213
10/12/2000;10;7;4;100;89;76;1033;1030;1028;8;5;0;Rain;195
