CET;Max TemperatureC;Mean TemperatureC;Min TemperatureC;Max Humidity; Mean Humidity; Min Humidity; Max Sea Level PressurehPa; Mean Sea Level PressurehPa; Min Sea Level PressurehPa; Max Wind SpeedKm/h; Mean Wind SpeedKm/h;Precipitationmm; Events;WindDirDegrees
01/01/1997;7;4;2;100;95;76;1010;1008;1004;13;6;0;;229
02/01/1997;7;3;0;100;92;71;1007;1003;997;26;8;0;Rain;143
03/01/1997;5;3;2;100;85;70;1005;999;996;27;19;0;Rain-Snow;256
04/01/1997;7;3;-1;86;63;49;1012;1010;1005;27;19;0;;284
05/01/1997;2;0;-1;100;95;86;1012;1008;1005;14;6;0;Snow;2
06/01/1997;7;3;1;100;82;57;1014;1010;1008;11;5;0;;64
07/01/1997;2;0;-2;100;93;75;1016;1014;1009;6;2;0;Snow;43
08/01/1997;8;4;1;100;96;87;1015;1005;1003;26;8;0;Rain;273
09/01/1997;12;10;8;100;65;44;1015;1008;1003;48;23;0;Rain;274
10/01/1997;13;8;3;93;83;63;1021;1018;1016;13;5;0;;100
11/01/1997;16;10;5;100;90;67;1024;1022;1021;11;2;0;Fog;344
12/01/1997;17;10;3;100;84;55;1024;1022;1020;14;8;0;;345
13/01/1997;15;9;4;100;75;38;1022;1021;1019;11;2;0;Fog;128
14/01/1997;11;6;0;100;81;50;1022;1020;1019;14;2;0;;35
15/01/1997;11;8;5;100;83;62;1021;1019;1018;10;3;0;Rain;16
16/01/1997;12;9;6;100;89;72;1019;1017;1015;24;5;0;;63
17/01/1997;13;9;5;100;78;47;1022;1018;1015;27;13;0;Rain;267
18/01/1997;6;3;2;100;98;93;1022;1019;1015;8;2;0;Rain;357
19/01/1997;9;7;6;100;97;87;1015;1011;1004;14;8;0;Rain;99
20/01/1997;9;7;5;100;100;100;1008;1005;1003;13;5;0;Rain;320
21/01/1997;10;8;6;100;89;71;1013;1011;1009;8;3;0;;65
22/01/1997;13;8;3;100;85;58;1018;1016;1015;11;3;0;Rain;33
23/01/1997;12;10;9;100;96;82;1018;1014;1013;10;5;0;Rain;29
24/01/1997;13;10;7;100;90;67;1025;1021;1018;11;6;0;Rain;357
25/01/1997;12;9;7;100;89;76;1025;1024;1023;10;3;0;;358
26/01/1997;14;9;5;100;83;55;1026;1025;1024;6;2;0;;180
27/01/1997;15;8;2;100;84;55;1028;1027;1026;10;2;0;Fog;5
28/01/1997;14;10;6;93;74;48;1028;1027;1024;11;6;0;;1
29/01/1997;11;8;5;100;83;67;1029;1027;1026;26;6;0;;140
30/01/1997;15;11;8;100;80;59;1031;1030;1029;11;6;0;;38
31/01/1997;14;9;4;100;87;67;1030;1029;1027;6;0;0;;34
01/02/1997;12;9;6;100;95;77;1029;1028;1027;8;0;0;Fog;0
02/02/1997;13;9;5;100;93;72;1028;1026;1025;10;0;0;Fog-Rain;155
03/02/1997;13;10;7;100;76;47;1026;1025;1024;10;3;0;Fog-Rain;72
04/02/1997;12;6;0;100;71;51;1028;1027;1026;11;5;0;;239
05/02/1997;14;7;1;100;79;48;1031;1029;1028;8;5;0;;352
06/02/1997;16;8;1;100;79;48;1031;1029;1028;8;5;0;;352
07/02/1997;15;8;2;100;78;51;1031;1029;1028;8;2;0;;9
08/02/1997;15;8;2;100;68;31;1033;1031;1030;10;2;0;;180
09/02/1997;14;7;-1;93;74;51;1033;1031;1030;10;3;0;;359
10/02/1997;14;7;0;100;76;51;1033;1031;1030;8;3;0;;284
11/02/1997;18;11;4;100;78;49;1033;1032;1030;11;3;0;;32
12/02/1997;18;10;3;100;78;52;1033;1030;1027;29;10;0;Fog;306
13/02/1997;15;11;8;87;72;58;1030;1029;1027;21;14;0;;250
14/02/1997;15;12;10;94;82;67;1027;1023;1020;35;19;0;;252
15/02/1997;16;10;5;81;54;39;1026;1024;1021;29;14;0;Fog;268
16/02/1997;15;7;-1;100;76;51;1025;1023;1022;14;3;0;;214
17/02/1997;15;8;2;100;75;39;1029;1027;1025;14;5;0;;190
18/02/1997;16;9;2;100;72;48;1035;1031;1029;11;3;0;;15
19/02/1997;18;10;2;100;71;40;1035;1033;1030;11;3;0;;287
20/02/1997;19;10;2;100;72;43;1033;1031;1029;8;2;0;;254
21/02/1997;20;12;4;100;72;40;1031;1029;1028;8;2;0;;11
22/02/1997;19;12;6;100;77;46;1029;1027;1025;19;3;0;;314
23/02/1997;17;12;7;100;79;52;1026;1023;1021;26;6;0;Fog-Rain;210
24/02/1997;15;9;4;100;80;55;1024;1022;1020;16;8;0;;225
25/02/1997;15;12;9;94;79;63;1027;1025;1024;21;10;0;;201
26/02/1997;18;11;4;100;76;42;1034;1030;1027;19;3;0;;12
27/02/1997;22;13;5;81;54;25;1036;1034;1032;14;3;0;;74
28/02/1997;21;11;2;93;59;28;1035;1033;1031;10;3;0;;347
01/03/1997;21;12;4;93;65;33;1032;1030;1028;8;5;0;;339
02/03/1997;23;13;4;100;63;31;1033;1031;1029;11;3;0;;331
03/03/1997;23;14;5;87;58;29;1036;1034;1032;8;2;0;;359
04/03/1997;22;13;5;87;65;35;1034;1032;1030;10;2;0;;359
05/03/1997;23;14;5;93;65;33;1033;1031;1029;8;2;0;;349
06/03/1997;23;14;6;87;56;36;1032;1030;1028;10;3;0;;358
07/03/1997;22;13;5;93;59;35;1029;1026;1023;11;3;0;;349
08/03/1997;20;12;5;93;63;40;1029;1027;1025;16;5;0;;163
09/03/1997;19;11;3;100;58;34;1031;1029;1026;13;6;0;;139
10/03/1997;20;10;1;93;55;28;1031;1030;1028;11;5;0;;12
11/03/1997;22;11;1;93;57;28;1030;1029;1027;8;3;0;;336
12/03/1997;21;13;5;76;57;33;1034;1031;1030;11;6;0;;288
13/03/1997;23;13;3;93;65;29;1032;1030;1026;10;3;0;;353
14/03/1997;23;13;4;81;53;29;1027;1026;1024;23;6;0;;14
15/03/1997;21;14;8;71;56;46;1027;1025;1023;24;11;0;;35
16/03/1997;22;13;5;93;61;35;1028;1026;1024;11;5;0;;318
17/03/1997;26;14;4;93;60;29;1027;1025;1023;10;5;0;;2
18/03/1997;25;16;6;87;57;32;1024;1022;1019;10;2;0;;323
19/03/1997;23;14;6;87;55;35;1021;1019;1016;14;3;0;;4
20/03/1997;23;13;4;87;57;33;1018;1016;1014;14;5;0;;284
21/03/1997;24;13;3;87;56;34;1018;1016;1014;14;3;0;;350
22/03/1997;23;14;5;66;46;29;1019;1017;1015;23;6;0;;359
23/03/1997;22;13;5;76;55;37;1019;1017;1016;11;5;0;;329
24/03/1997;23;13;4;81;55;33;1017;1014;1011;29;5;0;;347
25/03/1997;16;11;6;71;59;48;1018;1015;1013;37;23;0;;39
26/03/1997;20;11;3;93;63;42;1022;1020;1018;14;8;0;;6
27/03/1997;21;12;4;93;61;38;1026;1024;1022;11;2;0;;305
28/03/1997;23;13;3;93;62;38;1023;1020;1015;27;5;0;;40
29/03/1997;22;14;8;76;54;43;1018;1017;1015;21;6;0;;43
30/03/1997;23;14;6;76;56;41;1019;1017;1015;10;2;0;;277
31/03/1997;23;14;6;71;56;38;1020;1017;1016;8;2;0;;189
01/04/1997;24;14;6;87;60;34;1019;1017;1015;8;5;0;;83
02/04/1997;25;16;6;81;53;29;1017;1016;1013;0;0;0;;-1
03/04/1997;24;16;7;81;57;36;1019;1017;1016;19;2;0;;4
04/04/1997;24;16;8;71;49;33;1023;1021;1019;29;14;0;;33
05/04/1997;25;17;9;58;49;38;1022;1020;1016;26;8;0;;75
06/04/1997;23;14;7;81;55;38;1020;1017;1013;11;6;0;;9
07/04/1997;21;16;12;94;72;43;1016;1015;1014;34;8;0;Rain;42
08/04/1997;17;13;11;100;80;63;1021;1018;1015;16;5;0;;61
09/04/1997;18;14;10;77;62;49;1026;1023;1021;19;8;0;Rain;58
10/04/1997;18;14;10;82;63;52;1029;1027;1026;19;10;0;;176
11/04/1997;23;13;4;100;60;24;1029;1025;1020;19;3;0;;294
12/04/1997;24;16;8;58;40;29;1021;1018;1014;14;8;0;;16
13/04/1997;25;16;7;76;49;31;1018;1016;1014;14;8;0;;349
14/04/1997;25;16;7;71;49;29;1018;1016;1015;10;3;0;;47
15/04/1997;26;16;7;76;49;32;1020;1018;1017;11;3;0;;223
16/04/1997;26;18;10;71;48;30;1018;1014;1010;32;6;0;;218
17/04/1997;22;17;12;100;72;40;1011;1009;1006;26;10;0;Rain-Thunderstorm;252
18/04/1997;18;14;11;100;78;49;1010;1008;1006;27;6;0;Rain;232
19/04/1997;17;14;12;100;93;82;1008;1004;1002;21;14;0;Rain;207
20/04/1997;17;14;12;100;87;63;1003;999;997;14;8;0;Rain;123
21/04/1997;20;15;10;94;64;37;1005;1001;999;23;13;0;Rain;28
22/04/1997;21;13;7;53;45;32;1009;1007;1005;14;10;0;;28
23/04/1997;21;14;8;81;48;35;1019;1015;1011;26;6;0;;216
24/04/1997;21;13;7;93;62;43;1022;1020;1019;19;10;0;;257
25/04/1997;18;14;11;88;71;55;1023;1021;1020;10;3;0;Rain;203
26/04/1997;22;16;9;100;73;46;1023;1021;1019;23;6;0;;240
27/04/1997;24;19;15;67;55;41;1023;1021;1019;34;16;0;;278
28/04/1997;26;19;12;82;57;42;1026;1024;1022;13;6;0;;36
29/04/1997;26;19;12;94;61;39;1023;1021;1019;19;5;0;;33
30/04/1997;27;19;12;72;45;26;1020;1018;1015;13;6;0;;60
01/05/1997;;18;10;82;54;36;1022;1020;1017;13;5;0;;214
02/05/1997;27;19;11;88;57;42;1023;1021;1020;14;5;0;;175
03/05/1997;26;20;15;77;52;42;1023;1021;1019;19;6;0;;231
04/05/1997;26;20;14;77;57;41;1019;1016;1012;32;10;0;;235
05/05/1997;21;17;14;94;66;49;1011;1009;1006;45;29;0;Rain;259
06/05/1997;17;13;10;88;58;39;1013;1011;1007;37;24;0;Rain;282
07/05/1997;14;11;8;76;57;41;1022;1010;1007;37;24;0;Rain;297
08/05/1997;19;11;3;75;52;37;1018;1017;1015;16;6;0;;291
09/05/1997;21;13;7;81;56;40;1017;1016;1014;13;6;0;;296
10/05/1997;23;14;7;93;62;43;1016;1014;1011;23;6;0;;257
11/05/1997;22;16;9;82;56;38;1016;1013;1012;19;10;0;;234
12/05/1997;24;18;12;77;57;38;1018;1016;1014;24;3;0;;241
13/05/1997;20;17;14;100;79;68;1018;1016;1015;21;6;0;Rain-Thunderstorm;82
14/05/1997;22;16;11;100;77;43;1017;1015;1014;19;8;0;Rain-Thunderstorm;17
15/05/1997;24;17;10;100;74;38;1016;1013;1010;26;3;0;Rain-Thunderstorm;253
16/05/1997;19;16;12;100;76;52;1013;1012;1010;23;6;0;Rain-Thunderstorm;240
17/05/1997;18;14;11;100;69;42;1016;1014;1013;21;11;0;Rain;228
18/05/1997;23;14;7;100;66;38;1016;1014;1010;26;6;0;;215
19/05/1997;20;16;12;94;66;46;1014;1012;1010;34;16;0;Rain;248
20/05/1997;21;16;12;88;59;43;1016;1015;1014;23;11;0;;249
21/05/1997;24;17;10;94;57;36;1017;1016;1014;16;6;0;;249
22/05/1997;25;18;10;88;54;34;1017;1015;1012;11;3;0;;277
23/05/1997;27;18;10;82;52;32;1013;1011;1008;23;6;0;Rain;190
24/05/1997;24;19;14;88;64;47;1019;1012;1011;26;16;0;;135
25/05/1997;18;16;13;100;85;68;1015;1013;1011;24;11;0;Rain;25
26/05/1997;22;17;13;94;78;56;1017;1016;1015;11;3;0;Rain;346
27/05/1997;25;18;12;94;65;36;1018;1017;1015;14;5;0;;279
28/05/1997;27;20;13;88;58;34;1017;1016;1014;19;6;0;;266
29/05/1997;29;21;14;88;56;35;1018;1016;1014;16;3;0;;13
30/05/1997;27;21;15;88;59;41;1019;1016;1012;21;8;0;Rain-Thunderstorm;111
31/05/1997;22;17;13;94;76;43;1015;1013;1010;26;10;0;Rain-Thunderstorm;52
01/06/1997;22;18;14;88;66;49;1010;1009;1007;35;11;0;Rain;273
02/06/1997;21;18;15;82;67;49;1017;1013;1010;34;24;0;;261
03/06/1997;24;17;11;94;62;38;1018;1016;1012;11;5;0;;199
04/06/1997;19;17;14;94;74;64;1012;1010;1006;29;8;0;Rain;180
05/06/1997;20;16;12;94;79;56;1012;1009;1008;26;14;0;Rain;212
06/06/1997;25;20;15;77;66;47;1014;1013;1012;26;11;0;;200
07/06/1997;26;20;15;82;61;39;1017;1014;1012;26;10;0;;227
08/06/1997;27;19;11;88;56;32;1020;1019;1017;10;3;0;;246
09/06/1997;31;22;14;82;55;33;1020;1018;1015;19;5;0;;222
10/06/1997;28;23;19;68;51;39;1016;1015;1012;27;11;0;;215
11/06/1997;27;22;17;73;52;36;1016;1015;1014;26;16;0;;233
12/06/1997;28;21;14;88;52;26;1014;1013;1011;16;5;0;;233
13/06/1997;29;22;16;72;50;35;1012;1011;1010;32;13;0;;212
14/06/1997;30;24;18;73;50;32;1016;1015;1012;19;10;0;;272
15/06/1997;30;23;16;60;46;35;1018;1017;1016;27;10;0;;233
16/06/1997;28;21;14;77;47;32;1017;1016;1015;26;6;0;;298
17/06/1997;24;19;14;67;53;42;1018;1017;1015;13;5;0;Rain;9
18/06/1997;26;20;15;83;61;44;1017;1016;1014;21;10;0;Rain-Thunderstorm;38
19/06/1997;28;21;14;94;59;32;1016;1014;1012;16;3;0;;275
20/06/1997;30;21;12;77;47;29;1014;1012;1009;26;6;0;;269
21/06/1997;28;22;16;68;48;36;1011;1010;1008;37;14;0;;267
22/06/1997;25;20;15;59;47;32;1016;1014;1011;26;16;0;;286
23/06/1997;28;19;11;67;46;32;1018;1017;1015;11;3;0;;28
24/06/1997;30;22;15;63;47;33;1019;1017;1014;14;6;0;;346
25/06/1997;33;24;15;59;41;29;1015;1013;1008;29;10;0;;271
26/06/1997;29;22;16;59;45;34;1010;1006;1002;29;10;0;;298
27/06/1997;24;19;15;55;46;38;1005;1003;1002;24;14;0;;353
28/06/1997;19;16;13;72;57;43;1009;1005;1002;37;11;0;Rain;312
29/06/1997;20;16;12;72;57;46;1014;1011;1009;21;13;0;;285
30/06/1997;24;17;11;76;51;36;1015;1014;1013;23;11;0;;280
01/07/1997;22;17;12;77;60;46;1015;1013;1012;26;5;0;Rain;235
02/07/1997;22;18;15;94;69;43;1016;1012;1010;23;10;0;Rain;245
03/07/1997;23;16;8;93;55;31;1018;1017;1016;23;8;0;;283
04/07/1997;24;17;10;76;48;34;1024;1021;1019;14;3;0;;20
05/07/1997;26;18;11;76;50;34;1027;1026;1024;19;10;0;;68
06/07/1997;31;21;12;72;48;30;1027;1025;1021;21;13;0;;59
07/07/1997;33;23;14;67;44;27;1023;1021;1017;11;6;0;;70
08/07/1997;33;24;16;64;42;31;1019;1016;1012;14;8;0;Rain-Thunderstorm;58
09/07/1997;28;23;18;83;60;42;1015;1014;1012;32;10;0;Rain-Thunderstorm;31
10/07/1997;28;20;13;94;60;37;1017;1015;1014;23;6;0;Rain-Thunderstorm;338
11/07/1997;30;22;14;88;52;33;1019;1017;1016;13;8;0;;346
12/07/1997;33;23;14;77;47;29;1017;1015;1012;16;5;0;;220
13/07/1997;34;28;22;53;40;30;1016;1014;1013;23;11;0;;171
14/07/1997;35;27;19;53;41;32;1020;1017;1015;27;13;0;;155
15/07/1997;33;24;17;94;52;30;1020;1017;1013;48;14;0;Rain-Thunderstorm;161
16/07/1997;28;22;16;94;64;32;1019;1016;1014;19;5;0;Rain-Thunderstorm;313
17/07/1997;28;22;17;72;52;37;1019;1017;1016;23;6;0;;23
18/07/1997;37;27;17;59;39;24;1020;1019;1016;21;11;0;;27
19/07/1997;35;26;16;59;39;22;1022;1020;1018;19;10;0;;19
20/07/1997;35;26;16;63;42;28;1020;1018;1015;16;6;0;;5
21/07/1997;35;27;18;68;45;31;1016;1014;1011;16;5;0;Rain-Thunderstorm;199
22/07/1997;30;24;18;88;64;37;1016;1014;1012;29;8;0;Rain-Thunderstorm;9
23/07/1997;30;23;16;94;62;35;1019;1017;1015;35;10;0;Rain-Thunderstorm;25
24/07/1997;31;23;16;82;54;31;1023;1021;1020;14;5;0;;16
25/07/1997;36;26;16;77;45;25;1024;1023;1021;13;3;0;;19
26/07/1997;37;27;17;63;38;24;1023;1022;1019;10;3;0;;21
27/07/1997;34;27;19;65;42;24;1021;1020;1018;26;8;0;Rain-Thunderstorm;15
28/07/1997;36;27;19;65;40;26;1020;1019;1016;23;6;0;Rain-Thunderstorm;91
29/07/1997;36;27;18;78;50;27;1022;1019;1017;37;11;0;Thunderstorm;63
30/07/1997;36;29;22;57;42;27;1020;1019;1017;23;6;0;Thunderstorm;71
31/07/1997;36;32;28;42;30;25;1021;1019;1017;10;6;0;;105
01/08/1997;38;29;20;83;40;24;1018;1016;1013;10;3;0;;15
02/08/1997;39;29;20;52;34;21;1017;1015;1013;16;8;0;;4
03/08/1997;38;29;21;49;34;22;1017;1015;1013;21;8;0;Thunderstorm;304
04/08/1997;34;27;20;83;52;26;1017;1015;1013;23;8;0;Rain-Thunderstorm;83
05/08/1997;32;24;18;88;51;22;1016;1015;1013;26;8;0;;244
06/08/1997;29;22;15;67;39;23;1015;1013;1011;24;8;0;;263
07/08/1997;29;22;16;59;39;28;1013;1012;1011;16;6;0;;213
08/08/1997;28;22;17;88;57;38;1017;1015;1012;37;6;0;Rain-Thunderstorm;110
09/08/1997;32;24;17;83;55;29;1018;1017;1015;10;5;0;;126
10/08/1997;28;23;19;83;54;32;1017;1016;1013;24;6;0;Rain-Thunderstorm;245
11/08/1997;30;22;14;88;47;25;1022;1019;1016;16;6;0;;152
12/08/1997;33;24;15;67;42;23;1023;1022;1020;13;3;0;;120
13/08/1997;36;26;16;59;36;23;1024;1023;1021;10;6;0;;132
14/08/1997;37;28;19;68;39;25;1024;1022;1019;16;6;0;;153
15/08/1997;37;28;19;64;37;24;1021;1020;1016;34;10;0;Thunderstorm;124
16/08/1997;35;27;19;68;40;25;1020;1018;1016;23;11;0;;331
17/08/1997;35;28;21;56;37;24;1020;1018;1016;16;6;0;;171
18/08/1997;35;28;20;68;40;22;1019;1018;1016;14;6;0;;226
19/08/1997;36;27;18;60;37;23;1018;1017;1015;16;5;0;;289
20/08/1997;37;28;19;49;34;22;1018;1016;1014;23;5;0;;312
21/08/1997;36;;22;61;39;23;1019;1017;1016;23;8;0;;129
22/08/1997;36;27;19;68;38;25;1022;1020;1018;14;6;0;;122
23/08/1997;35;29;23;69;47;30;1020;1018;1016;40;6;0;Rain;162
24/08/1997;32;27;22;73;46;31;1018;1016;1013;19;6;0;;140
25/08/1997;25;22;19;94;66;47;1015;1014;1013;27;11;0;Rain-Thunderstorm;193
26/08/1997;29;23;18;83;53;24;1015;1014;1012;37;10;0;;190
27/08/1997;28;22;16;77;42;27;1014;1013;1011;34;18;0;Rain;214
28/08/1997;23;18;14;77;42;25;1023;1017;1012;37;21;0;Rain;288
29/08/1997;27;18;9;71;39;21;1025;1024;1022;21;8;0;;230
30/08/1997;32;22;12;58;33;18;1023;1021;1017;14;5;0;;195
31/08/1997;31;22;13;51;36;25;1019;1017;1015;19;5;0;;239
01/09/1997;28;22;16;52;41;30;1020;1015;1013;23;8;0;;321
02/09/1997;27;20;14;59;40;28;1022;1021;1020;14;8;0;;47
03/09/1997;32;21;11;58;38;22;1022;1020;1018;10;5;0;;257
04/09/1997;34;23;13;54;36;21;1021;1020;1018;11;3;0;;73
05/09/1997;35;25;15;52;37;23;1021;1019;1017;14;6;0;;336
06/09/1997;34;26;18;56;40;28;1020;1019;1017;24;6;0;;144
07/09/1997;32;23;16;68;42;24;1025;1023;1021;11;6;0;;119
08/09/1997;34;24;16;59;39;26;1025;1023;1021;14;5;0;;264
09/09/1997;34;26;17;56;38;24;1023;1021;1019;14;5;0;;157
10/09/1997;34;24;16;63;39;23;1020;1018;1016;13;3;0;;222
11/09/1997;35;26;16;52;35;21;1017;1015;1012;23;6;0;;260
12/09/1997;32;23;16;52;38;29;1016;1014;1013;26;10;0;;267
13/09/1997;27;23;20;53;46;36;1018;1016;1014;23;10;0;;253
14/09/1997;28;22;16;72;56;39;1021;1019;1017;16;3;0;;347
15/09/1997;28;22;16;77;55;36;1021;1020;1018;26;5;0;;37
16/09/1997;29;22;15;77;51;32;1023;1021;1019;16;5;0;;105
17/09/1997;28;21;14;77;50;34;1023;1022;1020;16;6;0;;173
18/09/1997;29;21;14;72;48;28;1025;1023;1021;14;5;0;;172
19/09/1997;30;22;14;67;45;28;1024;1022;1020;11;5;0;;330
20/09/1997;30;23;16;63;43;29;1022;1021;1019;11;5;0;;4
21/09/1997;30;22;14;77;49;29;1022;1020;1018;19;6;0;;353
22/09/1997;30;22;15;67;44;21;1021;1019;1018;14;5;0;;298
23/09/1997;30;22;14;64;48;29;1020;1019;1017;13;5;0;;25
24/09/1997;30;23;16;68;47;30;1020;1018;1016;23;8;0;Rain-Thunderstorm;345
25/09/1997;27;20;14;94;61;32;1021;1019;1018;21;6;0;Rain-Thunderstorm;21
26/09/1997;21;18;16;77;73;56;1021;1020;1019;10;5;0;Rain-Thunderstorm;64
27/09/1997;25;20;15;82;60;36;1019;1016;1013;14;6;0;;57
28/09/1997;24;20;17;72;56;41;1025;1015;1013;13;6;0;Rain;72
29/09/1997;27;21;16;77;54;32;1021;1017;1016;26;6;0;;64
30/09/1997;28;22;16;77;57;32;1023;1022;1020;29;10;0;Rain-Thunderstorm;17
01/10/1997;27;21;15;82;57;34;1023;1022;1020;10;5;0;;27
02/10/1997;30;23;16;77;50;25;1020;1018;1015;10;3;0;;21
03/10/1997;30;21;13;63;43;27;1018;1017;1015;10;5;0;;45
04/10/1997;31;22;13;72;47;23;1020;1018;1016;10;3;0;;343
05/10/1997;26;20;14;72;53;36;1018;1015;1012;26;6;0;Rain;134
06/10/1997;24;20;16;82;58;36;1012;1011;1009;23;10;0;Rain;208
07/10/1997;25;20;15;82;59;36;1016;1013;1011;19;8;0;;222
08/10/1997;24;19;14;82;61;36;1022;1019;1017;19;6;0;;214
09/10/1997;27;18;10;82;52;28;1025;1023;1022;14;6;0;;226
10/10/1997;29;20;12;77;51;33;1025;1023;1015;21;5;0;;320
11/10/1997;30;22;14;82;53;30;1023;1020;1018;29;6;0;;312
12/10/1997;25;20;16;72;44;29;1019;1017;1016;24;14;0;;35
13/10/1997;19;14;11;54;42;30;1024;1020;1018;34;18;0;;16
14/10/1997;20;14;8;57;44;35;1024;1023;1021;27;16;0;;20
15/10/1997;23;13;4;81;44;20;1023;1021;1018;11;6;0;;342
16/10/1997;24;16;8;66;45;31;1020;1018;1015;10;3;0;;2
17/10/1997;26;16;7;81;51;23;1015;1014;1011;23;6;0;;145
18/10/1997;25;18;12;77;56;34;1018;1016;1014;39;14;0;;117
19/10/1997;24;20;17;63;52;41;1018;1017;1016;37;24;0;;180
20/10/1997;20;18;15;82;71;52;1016;1014;1013;24;6;0;Rain;207
21/10/1997;23;19;16;82;67;41;1014;1013;1012;23;6;0;;201
22/10/1997;22;18;15;82;63;46;1013;1012;1012;24;8;0;;230
23/10/1997;19;14;10;82;65;43;1015;1014;1012;14;6;0;Fog;236
24/10/1997;22;14;8;88;64;33;1017;1016;1016;10;3;0;;356
25/10/1997;23;16;8;100;71;38;1021;1019;1018;11;3;0;Rain;329
26/10/1997;21;16;12;100;78;49;1021;1020;1019;13;3;0;;184
27/10/1997;19;16;13;100;86;68;1019;1016;1014;23;5;0;Rain;200
28/10/1997;19;16;13;88;75;52;1019;1015;1014;29;18;0;Rain;271
29/10/1997;18;11;5;76;49;22;1024;1022;1019;24;13;0;;45
30/10/1997;19;9;0;93;61;24;1025;1023;1021;10;3;0;;290
31/10/1997;17;9;1;93;62;30;1023;1021;1020;8;5;0;;352
01/11/1997;18;12;6;82;67;42;1020;1018;1017;11;5;0;;10
02/11/1997;12;10;8;100;92;82;1017;1014;1011;11;6;0;Rain;358
03/11/1997;19;14;11;100;85;52;1011;1008;1006;23;8;0;Rain;295
04/11/1997;18;16;13;94;74;49;1013;1010;1007;24;14;0;Rain;248
05/11/1997;16;13;11;100;91;72;1012;1004;993;26;11;0;Rain;194
06/11/1997;16;11;6;88;70;54;1003;992;981;58;27;0;Rain;224
07/11/1997;13;10;7;100;88;72;1008;1005;1003;19;11;0;Rain;213
08/11/1997;14;12;11;82;72;62;1015;1012;1008;37;23;0;Rain;230
09/11/1997;15;12;9;93;74;48;1016;1014;1010;27;16;0;Rain;233
10/11/1997;14;11;9;87;75;59;1014;1013;1011;29;18;0;;230
11/11/1997;12;10;8;93;68;50;1010;1006;1004;29;26;0;Rain;255
12/11/1997;12;8;5;81;56;41;1015;1011;1006;27;16;0;;273
13/11/1997;9;7;5;100;93;81;1015;1011;1008;11;8;0;Rain;250
14/11/1997;14;10;6;100;89;67;1021;1017;1012;11;3;0;Fog;106
15/11/1997;13;9;6;100;90;72;1023;1022;1021;10;2;0;Fog;61
16/11/1997;13;8;4;100;93;72;1022;1021;1020;11;3;0;Fog;118
17/11/1997;10;8;7;100;93;87;1021;1018;1013;10;3;0;Fog;45
18/11/1997;14;11;8;94;88;58;1013;1011;1009;14;6;0;Fog-Rain;329
19/11/1997;16;11;6;;71;34;1012;1010;1008;27;10;0;;251
20/11/1997;16;11;7;93;73;51;1014;1012;1011;37;11;0;;217
21/11/1997;13;10;7;93;82;54;1013;1010;1007;23;5;0;Rain;207
22/11/1997;12;8;5;93;64;41;1021;1015;1008;23;6;0;Rain;315
23/11/1997;11;6;0;93;77;54;1023;1021;1018;8;3;0;;177
24/11/1997;8;4;2;100;93;87;1017;1011;1007;11;5;0;Rain;358
25/11/1997;10;8;7;93;91;82;1010;1004;998;37;8;0;Rain;160
26/11/1997;13;10;7;100;84;67;1012;1004;998;8;5;0;Rain;27
27/11/1997;13;8;3;100;82;62;1019;1016;1012;13;5;0;Fog;167
28/11/1997;11;9;7;94;88;82;1020;1019;1018;11;5;0;Rain;211
29/11/1997;14;9;5;100;75;48;1021;1020;1018;29;13;0;Fog;254
30/11/1997;16;12;9;66;54;45;1023;1022;1020;29;21;0;;287
01/12/1997;16;10;5;87;65;45;1023;1021;1019;21;8;0;;255
02/12/1997;17;11;6;93;70;52;1019;1015;1012;37;14;0;;247
03/12/1997;16;9;3;87;69;50;1015;1013;1009;10;5;0;;53
04/12/1997;6;2;-1;100;72;46;1010;1007;1005;39;13;0;Rain-Snow;36
05/12/1997;8;4;0;80;57;43;1021;1013;1008;35;19;0;Snow;49
06/12/1997;8;2;-3;100;77;42;1024;1023;1022;10;2;0;;41
07/12/1997;7;2;-3;100;83;57;1024;1023;1021;10;3;0;Rain;47
08/12/1997;7;6;4;100;96;93;1022;1020;1018;3;2;0;Fog-Rain;25
09/12/1997;7;6;6;100;91;81;1024;1022;1019;19;2;0;Fog;13
10/12/1997;9;7;5;100;89;76;1028;1025;1024;6;2;0;Fog;86
11/12/1997;10;8;7;100;92;87;1028;1026;1025;6;2;0;Fog;123
12/12/1997;12;9;6;100;83;61;1028;1024;1022;19;5;0;Fog-Rain;16
13/12/1997;11;4;-1;93;74;47;1030;1028;1026;10;5;0;;4
14/12/1997;13;6;-2;100;72;33;1027;1025;1021;10;3;0;;360
15/12/1997;8;2;-3;100;82;53;1021;1014;1008;11;5;0;;21
16/12/1997;10;6;2;100;94;87;1006;1000;997;19;8;0;Rain;338
17/12/1997;14;11;9;94;88;82;999;998;996;37;23;0;Rain;184
18/12/1997;14;10;7;93;77;58;1003;1000;996;42;26;0;Rain;209
19/12/1997;11;9;7;87;79;71;1007;1004;1001;29;14;0;Rain;211
20/12/1997;11;8;6;87;68;44;1018;1012;1007;32;18;0;;247
21/12/1997;10;8;6;93;87;76;1020;1017;1016;24;11;0;Rain;205
22/12/1997;12;10;8;100;85;58;1019;1014;1011;39;6;0;Rain;300
23/12/1997;13;8;3;93;70;51;1032;1027;1020;27;11;0;;92
